證券代碼,年月,每股盈餘,ROE(A)－稅後,ROA(A)稅後息前,負債比率,營業毛利率,營業利益率,稅前淨利率,稅後淨利率
2406 國碩,201303,-0.26,-0.09,0.07,44.4,6.41,-0.77,0.84,-0.29
2408 南亞科,201303,0.02,33.61,1.06,97.38,21.85,12.59,8.16,5.69
2409 友達,201303,-0.36,-2.07,-0.42,69.48,4.83,-1.44,-3.4,-3.52
2412 中華電,201303,1.19,2.58,2.17,15.36,33.85,19.84,20.42,16.98
2413 環科,201303,-0.17,-1.28,-0.24,62.8,10.7,-3.77,-2.18,-2.14
2414 精技,201303,0.27,1.24,0.72,41.25,9.59,1.32,1.44,1.09
2415 錩新,201303,0.17,0.74,0.54,42.45,19.81,4.92,4.43,2.79
2417 圓剛,201303,-0.14,-0.76,-0.71,7.24,41.41,-12.31,-7.5,-10.32
2419 仲琦,201303,0.13,0.94,0.55,48.73,22.55,1.69,3.32,2.14
2420 新巨,201303,0.84,5.31,2.82,56.3,32.2,14.66,17.88,15.03
2421 建準,201303,0.12,0.86,0.53,38.73,21.47,1.58,2.83,1.84
2423 固緯,201303,0.32,2.17,1.38,37.65,47.42,5.36,9,8
2424 隴華,201303,-0.04,-0.38,-0.33,14.16,25.47,-13.72,-6.25,-6.25
2425 承啟,201303,0.84,7.1,5.31,30.85,7.58,5.46,6.94,6.94
2426 鼎元,201303,-0.3,-3.83,-1.83,49.52,-1.06,-15.31,-15.73,-16.16
2427 三商電,201303,0,-0.03,-0.01,29.06,22.7,-0.65,0.23,-0.11
2428 興勤,201303,0.66,2.27,1.61,28.49,22.52,11.94,12.45,9.03
2429 銘旺科,201303,0.14,0.98,0.45,59.74,9.8,3.08,1.8,1.8
2430 燦坤,201303,1.22,4.56,1.96,55.97,15.72,3.65,3.76,3.14
2431 聯昌,201303,-0.04,-0.18,-0.04,40.53,7.21,-3.77,-0.36,-0.72
2433 互盛電,201303,1.16,4.66,2.87,36.92,46.26,17.06,39.12,35.68
2434 統懋,201303,-0.12,-1.64,-0.95,37.35,-0.74,-19.6,-14.46,-12.88
2436 偉詮電,201303,0.17,1.58,1.36,12.91,22.95,2.51,13.2,11.02
2438 翔耀,201303,-0.39,-9.23,-6.84,26.48,-68.15,-264.89,-367.46,-325.35
2439 美律,201303,1,3.58,2.24,36.96,21.61,10.26,9.49,7.27
2440 太空梭,201303,-0.31,-3.83,-1.97,45.23,-7.58,-21.52,-11.69,-11.86
2441 超豐,201303,0.52,2.52,2.22,11.59,18.43,14.4,15.74,13.71
2442 新美齊,201303,0.18,1.62,1.26,27.6,22.92,-2.72,22.25,19.11
2443 昶虹,201303,-0.12,-2.78,-1.98,29.1,12.73,-36.29,-40.68,-40.7
2444 兆勁,201303,0.04,0.53,0.43,38.73,12.97,-0.43,1.75,1.75
2449 京元電子,201303,0.3,1.69,1.08,41.01,24.52,12.62,13.41,10.6
2450 神腦,201303,2.12,9.52,4.98,46.36,15.49,5.27,5.86,4.91
2451 創見,201303,2.02,4.39,3.58,17.34,18.49,13.07,14.21,12.33
2453 凌群,201303,0.13,0.59,0.34,38.28,18.71,-0.04,1.39,1.01
2454 聯發科,201303,2.79,2.09,1.74,16.93,42.09,12.88,16.36,15.58
2455 全新,201303,0.54,3.53,3.18,10.75,32.48,25.01,28.99,24.55
2457 飛宏,201303,0.15,0.63,0.4,37.6,17.06,0.21,2.24,1.43
2458 義隆,201303,0.99,5.26,4.08,21.17,47.76,22.09,24.18,20.15
2459 敦吉,201303,0.85,2.7,1.63,38.52,10.07,4.48,5.72,4.77
2460 建通,201303,-0.03,-0.19,0.15,55.58,11.1,1.05,-0.49,-0.6
2461 光群雷,201303,0.63,3.95,2.16,48.21,25.09,8.6,12,10.64
2462 良得電,201303,0.59,2.96,1.47,51.09,13.19,3.76,5.9,4.91
2464 盟立,201303,0.63,3.78,2.01,42.83,18.23,8.09,8.28,7.47
2465 麗臺,201303,-0.34,-4.48,-2.63,42.67,14.7,-8.51,-8.49,-8.5
2466 冠西電,201303,-0.19,-1.74,-0.63,54.5,14.9,-10,-8.91,-12.1
2467 志聖,201303,0.68,3.62,2.06,42.48,30.61,-5.15,21,16.6
2468 華經,201303,0,0.01,0.04,35.48,11.07,-3.03,0.11,0.04
2471 資通,201303,0.5,3.14,2.18,28.8,38.28,13.76,17.04,13.92
2472 立隆電,201303,0.51,2.56,1.53,43.81,16.79,4.41,11.15,7.84
2474 可成,201303,5.22,6.1,3.78,39.2,41.72,31.74,50.37,42.52
2476 鉅祥,201303,0.2,1.05,0.85,19.38,23.37,4.36,9.2,6.04
2477 美隆電,201303,0.03,0.17,0.12,32.48,15.67,-1.19,0.86,0.65
2478 大毅,201303,0.08,0.47,0.38,33.13,11.73,1.29,3.3,2.57
2480 敦陽科,201303,0.57,2.76,1.96,26.93,33.95,10.09,10.62,8.73
2481 強茂,201303,-0.25,-2.62,-0.62,64.45,8.71,-7.42,-9.57,-7.95
2482 連宇,201303,0.08,0.6,0.48,21.63,39.32,-0.8,4.5,3.48
2483 百容,201303,0.2,1.03,0.88,14.16,19.96,2.06,6.92,6.31
2484 希華,201303,0.15,0.9,0.7,34.57,18.15,2.39,5.88,4.15
2485 兆赫,201303,0.57,2.61,2.06,22.13,17.65,5.48,13.1,10.95
2486 一詮,201303,0.23,1.09,0.67,54.11,8.29,-1.45,3.19,2.81
2488 漢平,201303,0.4,2.24,1.51,30.72,23.59,6.57,10.58,8.48
2489 瑞軒,201303,0.31,1.58,0.93,42.08,9.25,0.94,4.76,3.86
2491 吉祥全,201303,-0.88,-11.31,-2.82,74.69,-0.53,-47.38,-51.63,-51.63
2492 華新科,201303,-0.46,-2.31,-1.28,40.47,3.71,-10.5,-11.44,-11.67
2493 揚博,201303,0.71,3.75,2.75,28.37,27.6,14.65,17.64,14.64
2495 普安,201303,0.11,0.74,0.69,5.77,45.89,0.25,9.32,6.92
2496 卓越,201303,0.05,1.54,1.06,36.01,30.25,3.28,3.52,3.52
2497 怡利電,201303,0.32,2.4,1.69,29.31,29.89,5.98,8.55,6.9
2498 宏達電,201303,0.1,0.11,0.04,60.35,20.29,0.1,0.24,0.2
2501 國建,201303,0.23,1.55,0.85,47.31,34.78,23.89,25.89,24.66
2504 國產,201303,0.03,-0.03,0.06,48.76,5.25,-2,-0.09,-0.11
2505 國揚,201303,0.52,4.7,1.53,68.26,21.48,14.2,13.92,10.87
2506 太設,201303,-0.14,-0.81,-0.05,61.02,46.07,-1.17,-6.29,-8.36
2509 全坤建,201303,-0.1,-0.55,-0.27,35.52,42.87,-10.22,-15.26,-20.33
2511 太子,201303,0.09,0.6,0.38,63.44,33.63,5.67,4.13,4.04
2514 龍邦,201303,0.83,4.58,0.21,95.81,-4.9,-10.82,6.62,5.59
2515 中工,201303,0,0.04,0.07,49.94,5.89,0.87,0.34,0.22
2516 新建,201303,0.16,1.33,0.5,67.32,4.47,2.5,2.57,1.98
2520 冠德,201303,0.79,3.23,1,71.76,22.13,-5.13,36.49,33.76
2524 京城,201303,0.77,3.47,1.55,56.85,42.08,33.84,33.65,31.25
2527 宏璟,201303,-0.21,-0.99,-0.34,58.4,12.89,-59.03,-79.71,-90.12
2528 皇普,201303,-0.13,-1.35,-0.43,56.52,70.72,-1720.41,-2633.2,-2633.2
2530 華建,201303,0.38,3.05,1.46,54.16,38.16,26.72,25.24,23.59
2534 宏盛,201303,-0.13,-0.77,-0.23,53.26,64,-527.48,-984,-1033.7
2535 達欣工,201303,1.66,8.35,3.22,55.82,13.6,9.31,9.25,7.65
2536 宏普,201303,0.27,0.95,0.53,54.77,47.96,31.27,20.88,18.61
2537 聯上發,201303,1.77,17.21,5.03,67.7,34.8,28.63,27.74,27.74
2538 基泰,201303,0.1,0.66,0.36,50.85,26.31,-106.27,231.25,231.25
2539 櫻花建,201303,-0.09,-0.78,-0.32,60.66,61.2,-2046.48,-1983.1,-1983.1
2540 愛山林,201303,-0.6,-18.81,-1.71,89.52,46.34,-1936.59,-2565.24,-2565.24
2542 興富發,201303,6.45,17.93,4.55,72.34,37.35,30.89,30.94,26.57
2543 皇昌,201303,0.01,0.03,0.25,68.06,4.19,0.37,0.06,0.06
2545 皇翔,201303,1.75,4.88,1.71,67.34,56.01,42.61,40.24,39.52
2546 根基,201303,0.47,2.45,1.12,52.34,4.96,2.81,4.32,3.63
2547 日勝生,201303,-0.32,-3.43,-0.1,90.18,69.7,-17.5,-55.47,-57.26
2548 華固,201303,11.32,23.91,12.95,34.42,40.17,38.36,38.7,38.1
2597 潤弘,201303,1.56,5.29,2.03,63.1,13.33,8.63,8.44,7.07
2601 益航,201303,-0.49,-0.43,0.01,54.99,77.7,15.36,6.03,-2.68
2603 長榮,201303,-0.53,-3.24,-1.2,62.05,-2.73,-6.13,-5.92,-5.86
2605 新興,201303,0.51,2.78,1.69,42.81,45.78,42.2,37.33,35.53
2606 裕民,201303,0.23,0.79,0.53,46.68,6.82,3.08,11.8,11.67
2607 榮運,201303,0.12,0.67,0.56,16.93,12.98,9.27,10.71,8.87
2608 嘉里大榮,201303,0.37,2.48,1.62,34.92,17.66,11.98,12.32,10.31
2609 陽明,201303,-0.82,-7.2,-1.61,74.72,-5.27,-10.42,-12.51,-9.78
2610 華航,201303,-0.21,-2.08,-0.29,76.21,5.87,-1.99,-3.18,-3.33
2611 志信,201303,0.05,0.09,0.21,36.1,19.18,-2.34,1.62,0.77
2612 中航,201303,0.47,1.23,0.72,57.56,28.37,18.15,16.66,15.41
2613 中櫃,201303,0.01,0.04,0.11,57.64,5.13,1.1,0.26,0.16
2614 東森,201303,-1.34,-8.18,-3.7,52.48,28.7,-1.06,-28.25,-28.49
2615 萬海,201303,0.05,0.37,0.36,60.68,5.39,-0.65,1.19,0.82
2616 山隆,201303,0.5,2.17,1.14,46.64,6.26,1.22,1.54,1.25
2617 台航,201303,0.61,2.71,2.06,26.7,17.87,12.95,41.5,38.03
2618 長榮航,201303,-0.28,-1.99,-0.29,74.75,7.38,-0.18,-2.37,-2.67
2636 台驊控股,201303,0.05,0.35,0.26,58.44,15.69,0.02,0.43,0.23
2637 慧洋-KY,201303,1.31,3.73,1.16,72.39,22.62,21.06,27.15,27.15
2642 宅配通,201303,0.73,5.58,3.48,34.94,23.57,9.89,10.12,9.26
2701 萬企,201303,0.08,0.51,0.44,13.37,46.25,38.36,40,33.39
2702 華園,201303,0.18,1.46,0.9,51.99,75.69,15.73,13.57,9.49
2704 國賓,201303,0.26,1.13,0.96,27.15,42.49,15.84,14.1,11.58
2705 六福,201303,-0.13,-0.86,-0.25,51.97,33.54,-4,-6.35,-6.35
2706 第一店,201303,0.13,0.69,0.61,12.7,67,58.8,60.21,49.92
2707 晶華,201303,3.33,9.75,5.14,47.85,41.71,25.65,25.63,21.81
2712 遠雄來,201303,-0.05,-0.44,-0.12,38.71,27.01,-1.98,-4.9,-4.9
2722 夏都,201303,0.11,0.66,0.59,10.12,48.42,7.59,8.42,7.4
2723 美食-KY,201303,1.31,2.96,2.19,25.29,56.11,8.18,8.38,5.28
2727 王品,201303,4.69,7.08,4.33,37.63,54.51,12.24,12.49,10.05
2731 雄獅,201303,1.45,7.79,2.71,64.9,16.92,3.15,3.41,2.78
2801 彰銀,201303,0.32,2.22,0.15,93.36,,,49.94,41.54
2809 京城銀,201303,0.98,5.04,0.55,88.64,,,64.57,58.68
2812 台中銀,201303,0.34,2.81,0.18,93.72,,,41.55,36.49
2816 旺旺保,201303,0.65,5.68,0.95,83.38,35.91,10.82,11.04,11.02
2820 華票,201303,0.55,3.52,0.42,88.04,,,241.06,199.84
2832 台產,201303,0.49,2.82,1.1,60.5,43.55,20.32,20.29,18.03
2834 臺企銀,201303,0.15,1.35,0.06,95.81,,,19.34,17.23
2836 高雄銀,201303,0.16,1.05,0.05,95.17,,,18.96,15.82
2838 聯邦銀,201303,0.34,2.72,0.17,93.74,,,32.66,28.61
2845 遠東銀,201303,0.41,3.39,0.2,94.14,,,44.39,38.89
2849 安泰銀,201303,0.48,3.39,0.22,93.66,,,59.69,43.19
2850 新產,201303,0.58,2.81,0.75,72.86,32.44,9.3,9.31,7.82
2851 中再保,201303,0.28,1.87,0.47,74.2,7.66,5.04,5.04,4.09
2852 第一保,201303,1.12,7.09,2.55,63.04,46.7,27.77,27.77,25.41
2855 統一證,201303,0.23,1.38,0.63,58.11,87.14,29.92,28.49,25.84
2867 三商壽,201303,0.41,1.93,0.08,96.1,3.08,0.69,0.66,1.12
2880 華南金,201303,0.3,1.98,0.13,93.63,,,34.91,29.29
2881 富邦金,201303,1.06,3.22,0.24,92.79,,,14.28,11.79
2882 國泰金,201303,0.66,2.21,0.13,94.25,,,9.54,8.55
2883 凱基金,201303,0.1,0.89,0.26,72.11,,,32.21,28.42
2884 玉山金,201303,0.45,2.97,0.18,93.95,,,41.57,34.07
2885 元大金,201303,0.16,1.06,0.21,80.56,,,29.96,25.53
2886 兆豐金,201303,0.54,2.89,0.23,91.98,,,54.25,46.61
2887 台新金,201303,0.57,3.24,0.22,93.13,,,51.67,43.68
2888 新光金,201303,0.88,7.64,0.32,95.61,,,23.73,20.76
2889 國票金,201303,0.12,1,0.15,84.83,,,39.44,32.59
2890 永豐金,201303,0.38,2.88,0.21,92.72,,,45.1,36.52
2891 中信金,201303,0.52,3.72,0.3,91.92,,,30.45,25.71
2892 第一金,201303,0.36,2.2,0.14,93.63,,,41.57,34.76
2897 王道銀行,201303,0.12,0.81,0.11,83.87,,,44.56,37.28
2901 欣欣,201303,0.09,0.77,0.66,14.41,84.85,16.72,23.22,19.27
2903 遠百,201303,0.55,2.64,0.94,66.99,48.88,6.6,9.95,8.25
2904 匯僑,201303,0.71,4.68,4.29,8.2,41.89,28.63,44.43,37.75
2905 三商,201303,-0.07,0.84,0.04,95.89,-0.56,-6.08,0.13,0.47
2906 高林,201303,0.07,0.28,0.22,25.56,18.89,-0.56,0.46,0.66
2908 特力,201303,0.5,3.66,1.25,68.95,30.22,3.1,3.12,2.8
2910 統領,201303,0.2,1.51,0.8,51.59,73.46,29.72,29.92,24.62
2911 麗嬰房,201303,0.2,1.4,0.71,55.16,48.81,2.54,2.6,1.97
2912 統一超,201303,1.94,8.94,2.79,67.75,30.82,5.02,5.79,4.69
2913 農林,201303,0.45,2.35,1.43,41.38,32.45,8.19,76,87.73
2915 潤泰全,201303,1.2,4.32,3.02,33.24,48.35,32.3,55.55,53.77
2923 鼎固-KY,201303,0.12,0.49,0.46,54.45,52.69,43.59,26.87,14.77
2929 淘帝-KY,201303,2,8.67,5.02,37.86,41.1,20.26,20.52,13.55
3002 歐格,201303,0.02,0.2,0.16,18.23,28.19,-0.4,3,2.64
3003 健和興,201303,0.51,2.33,1.63,33.28,24.57,10.79,14.03,10.88
3004 豐達科,201303,1.21,6.56,2.6,62.48,32.54,19.55,20.62,16.71
3005 神基,201303,0.11,0.77,0.5,39.12,16.65,2.56,3.87,2.71
3006 晶豪科,201303,0.61,2.96,2.34,21.5,17.76,3.49,10.5,10.21
3008 大立光,201303,13.79,7.72,5.84,22.52,41.86,32.84,39.45,36.24
3010 華立,201303,1.24,3.32,1.52,55.87,8.8,2.7,4.75,3.92
3011 今皓,201303,-0.21,-1.5,-0.94,34.37,3.69,-9.05,-5.82,-4.17
3013 晟銘電,201303,-0.04,-0.36,-0.07,44.83,8.42,-4.79,-1.35,-1.39
3014 聯陽,201303,0.16,0.81,0.66,18.02,39.76,4.12,5.67,3.98
3015 全漢,201303,0.39,1.42,0.76,46.14,14.72,2.59,3.61,2.49
3016 嘉晶,201303,-0.07,-0.58,-0.31,28.03,11.53,-0.75,-2.86,-3.01
3017 奇鋐,201303,0.08,0.29,0.17,59.79,11.43,0.15,0.78,0.48
3018 隆銘綠能,201303,-0.3,-2.7,-1.77,27.14,1.76,-45.39,-42.86,-36.17
3019 亞光,201303,0.56,0.93,0.63,38.01,6.78,-7.46,3.98,3.45
3021 鴻名,201303,0.06,0.62,0.49,28.85,23.19,0.24,2.41,2.11
3022 威強電,201303,0.96,4.46,2.68,41.53,33.35,9.74,25.86,22.35
3023 信邦,201303,0.64,3.11,1.58,50.71,21.8,7.51,7.86,5.68
3024 憶聲,201303,-0.28,-2.38,-1.19,44.28,13.13,-10.78,-9.04,-8.44
3025 星通,201303,0.13,1.06,0.86,20.5,45.06,3.96,6.47,5.81
3026 禾伸堂,201303,0.53,1.59,1.16,27.88,13.93,4.77,5.63,4.71
3027 盛達,201303,0.06,0.41,0.32,27.95,26.87,-3.45,4.38,2.22
3028 增你強,201303,0.54,2.64,1.1,61.13,4.94,1.41,2.05,1.59
3029 零壹,201303,0.05,0.37,0.22,40.98,10.16,1.27,0.71,0.56
3030 德律,201303,0.45,1.92,1.58,15.34,56.62,15.72,21.75,15.43
3031 佰鴻,201303,-0.06,-0.82,-0.31,47.65,13.47,1.01,-1.71,-3.77
3032 偉訓,201303,0.1,0.62,0.45,34.81,20.06,3.28,3.08,1.63
3033 威健,201303,0.49,3.2,1.13,68.03,7.16,2.16,2.18,1.74
3034 聯詠,201303,1.75,4.47,2.74,38.15,27.9,12.86,13.41,11.37
3035 智原,201303,0.51,2.92,2.29,20.63,42.07,13.44,13.02,11.17
3036 文曄,201303,0.88,2.7,1.09,64.59,5.83,1.93,1.78,1.49
3037 欣興,201303,0.4,1.1,0.66,48.08,13.26,4.46,4.61,3.79
3038 全台,201303,0.02,0.25,0.25,45.83,12.35,-0.42,1.47,0.59
3040 遠見,201303,0.12,0.8,0.73,10.7,54.92,5.64,34.97,25.24
3041 揚智,201303,-0.16,-0.85,-0.69,17.4,45.06,-8.01,-4.71,-5.6
3042 晶技,201303,0.68,2.61,1.64,39.63,22.42,9.45,10.27,9
3043 科風,201303,-0.76,-17.63,-4.82,72.56,-21.17,-51.86,-47.29,-47.97
3044 健鼎,201303,1.15,2.46,1.34,46.77,14.23,6.52,7.11,6.08
3045 台灣大,201303,1.42,6.58,3.9,40.91,36.25,19.22,18.15,14.63
3046 建碁,201303,-0.11,-1.34,-0.84,34.85,39.33,-6.07,-5.11,-5.52
3047 訊舟,201303,0.37,2.76,1.5,48.56,26.14,2.01,5.32,4.57
3048 益登,201303,0.24,1.78,0.74,71.79,4.72,0.85,0.62,0.53
3049 精金,201303,0.08,11.26,2.3,81.6,51.9,45.54,40.49,5.56
3050 鈺德,201303,0.06,0.5,0.45,20.06,28.1,3.07,6.21,4.68
3051 力特,201303,0.63,27.87,2.18,92.73,15.66,8.2,13.59,19.05
3052 夆典,201303,0.02,0.19,0.11,77.09,5.87,0.65,0.78,0.57
3054 立萬利,201303,0.99,9.07,5.49,33.13,18.75,13.28,15.07,12.1
3055 蔚華科,201303,0.11,0.5,0.39,20.41,24.44,1.04,2.68,2.33
3056 富華新,201303,2.73,24,6.03,73.14,45.97,35.52,36.02,35.82
3057 喬鼎,201303,0.44,3.92,2.37,40.37,39.71,8.41,8.58,7.74
3058 立德,201303,0.21,1.21,0.68,41.32,15.98,3.61,3.08,2.62
3059 華晶科,201303,-0.12,-0.45,-0.26,37.3,6.63,-1.51,-1.14,-1.14
3060 銘異,201303,0.66,2.25,1.62,28.25,13.88,3.68,8.89,7.14
3062 建漢,201303,0.18,1.17,0.78,34.03,8.69,1.32,3.3,2.73
3090 日電貿,201303,0.51,2.77,1.61,55.23,15.07,5.78,7.43,6.3
3092 鴻碩,201303,-0.08,-0.43,-0.12,47.58,12.35,-0.21,-0.99,-1.17
3094 聯傑,201303,0.17,1.09,1.03,5.03,70.11,9.26,21.21,17.09
3130 一零四,201303,1.28,3.87,2.52,33.92,49.64,10.18,10.53,8.81
3149 正達,201303,0.31,0.79,0.58,47.11,12.21,4.61,5.08,2.35
3164 景岳,201303,0.35,2.43,1.47,45.97,72.22,28.29,25.91,27.99
3167 大量,201303,0.73,4,1.71,60.79,34.07,5.52,14.2,12.16
3189 景碩,201303,1.7,2.76,1.97,29.27,25.66,14.91,15.83,13.35
3209 全科,201303,0.51,2.65,0.84,74.16,4.87,0.91,1.21,0.88
3229 晟鈦,201303,0.25,2.95,2.09,28.51,19.81,8.15,12.36,9.32
3231 緯創,201303,0.74,2.55,0.73,76.62,5.09,1.1,1.33,1.02
3257 虹冠電,201303,0.99,4.86,4.23,14.28,45.42,18.52,26.01,26.01
3266 昇陽,201303,2.64,43.32,8.83,69.8,35.34,28.88,28.55,27.94
3296 勝德,201303,-0.28,-1.66,-1.28,21.18,9.66,-9.59,-6.11,-6.11
3305 昇貿,201303,1.08,3.36,2.28,34.8,16.44,9.54,11.29,8.54
3308 聯德,201303,-0.04,-0.33,-0.01,58.49,8.45,-7.48,-0.08,-0.88
3311 閎暉,201303,0.57,1.6,1.01,38.68,21.15,5.97,7.73,5.66
3312 弘憶股,201303,0.32,2.24,1.02,58.11,4.42,1.14,1.17,0.99
3338 泰碩,201303,0.71,5.57,2.45,53.64,21.36,6.97,7.6,6.99
3356 奇偶,201303,2.22,7.73,6.55,17.66,55.03,31.61,34.44,28.22
3376 新日興,201303,1.21,2.17,1.54,30.14,21.51,10.16,15.35,11.77
3380 明泰,201303,0.1,0.51,0.36,40.83,15.72,1.19,1.5,1
3406 玉晶光,201303,-0.41,-0.47,-0.07,42.58,12.24,-7.1,-2.62,-1.98
3416 融程電,201303,1.18,4.71,3.63,24.53,34.02,14.48,17.58,15.33
3419 譁裕,201303,0.03,0.2,0.2,46.55,18.22,-0.52,0.4,0.44
3432 台端,201303,-0.43,-2,-1.39,27.35,11.01,-12.24,-11.68,-9.93
3437 榮創,201303,1.01,7.71,3.83,46.99,19.5,11.02,12.02,9.61
3443 創意,201303,0.68,2.56,1.88,24.71,33.78,7.89,8.99,7.52
3450 聯鈞,201303,0.63,3.04,1.59,52.7,17.28,8.33,8.25,5.69
3454 晶睿,201303,2.85,9.67,6.86,28.31,45.69,22.02,23.81,19.33
3481 群創,201303,0.19,0.93,0.5,65.62,7.71,2.83,1.45,1.44
3494 誠研,201303,-0.34,-2.45,-1.38,40.2,18.62,-9.39,-10.93,-10.68
3501 維熹,201303,1.29,3.11,2.41,22.06,23.85,10.71,14.92,11.69
3504 揚明光,201303,0.61,1.77,1.21,29.44,25.79,5.72,6.92,5.4
3515 華擎,201303,2.51,4.6,3.32,27.09,20.1,11.09,11.98,9.63
3518 柏騰,201303,-0.11,-0.27,-0.05,30.61,28.09,0.5,1.85,-2.81
3528 安馳,201303,0.54,2.71,1.86,31.92,13.12,4.2,5.74,4.76
3532 台勝科,201303,0.01,0.05,0.05,20.91,3.07,0.12,0.63,0.38
3533 嘉澤,201303,1.98,2.91,2.04,31.77,30.53,10.79,14.44,10.71
3535 晶彩科,201303,-0.49,-3.79,-2.22,38,14.41,-61.81,-56.96,-56.51
3545 敦泰,201303,0.59,3.12,1.78,47.99,14.58,4.27,5.01,4.14
3550 聯穎,201303,0.17,0.67,0.49,39.06,13.61,1.38,2.7,1.58
3557 嘉威,201303,0.06,0.43,0.43,30.28,11.26,-0.39,1.89,1.86
3563 牧德,201303,1.5,8.16,6.14,25.8,63.3,35.28,39.98,33.56
3576 聯合再生,201303,-1.29,-5.52,-2.74,48.88,-11.37,-22.74,-23.14,-23.14
3583 辛耘,201303,0.45,2,1.18,41.13,30.21,5.57,6.86,5.52
3588 通嘉,201303,0.65,2.53,2.18,14.11,37.54,10.45,14.66,12.4
3591 艾笛森,201303,-0.35,-1.15,-0.79,26.68,7.95,-9.28,-8.98,-8.99
3593 力銘,201303,-0.7,-4.7,-3.43,22.36,-20.85,-78.68,-71.07,-77.98
3596 智易,201303,1.06,3.22,1.68,50.43,14.42,4.49,5.16,4.18
3605 宏致,201303,-0.07,-0.25,-0.09,41.45,21.72,-2.69,-0.99,-0.99
3607 谷崧,201303,1.1,2.11,1.3,39.49,13.82,6.16,9.06,7.26
3617 碩天,201303,1.33,3.18,2.3,25.45,41.32,8.99,10.42,9.44
3622 洋華,201303,1.17,2.19,1.64,20.89,13.37,5.15,9.4,6.15
3645 達邁,201303,0.1,0.6,0.5,30.24,22.11,5.78,7.79,6.28
3652 精聯,201303,-0.45,-1.89,-1.17,35.36,34.27,-6.77,-5.53,-5.52
3653 健策,201303,0.03,0.08,0.07,14.81,13.6,-2.12,0.1,0.47
3661 世芯-KY,201303,-1.45,-5.28,-4.55,13.83,9.4,-17.1,-16.5,-14.6
3665 貿聯-KY,201303,1.3,3.39,2.23,33.97,27.57,10.22,8.21,6.37
3669 圓展,201303,0.02,0.06,0.05,16.36,53.12,1.71,2.34,0.36
3673 TPK-KY,201303,14.19,10.36,3.85,62.01,17.76,12.31,12.26,9.65
3679 新至陞,201303,0.48,0.87,0.62,33.52,13.78,3.84,5.03,3.35
3686 達能,201303,-0.71,-4,-2.51,28.54,-111.92,-128.14,-137.14,-116.33
3694 海華,201303,-0.48,-2.78,-1.45,43.55,13.7,-6.18,-5.16,-4.67
3701 大眾控,201303,-0.45,-4.63,-1.3,68.97,7.58,-8.41,-8.18,-8.12
3702 大聯大,201303,0.63,2.66,0.98,67.9,4.87,1.59,1.47,1.2
3703 欣陸,201303,-0.01,-0.04,0.11,63.58,8.31,0.88,-0.09,-0.21
3704 合勤控,201303,-0.22,-1.1,-0.73,32.34,21.84,-4.69,-2.48,-3.13
3705 永信,201303,0.56,2.52,1.94,24.5,48.08,12.72,15.44,12.55
4104 佳醫,201303,0.48,0.96,0.54,50.01,22.2,5.56,6.1,4.93
4106 雃博,201303,0.5,2.51,1.92,24.54,39.1,10.58,11.41,9.04
4108 懷特,201303,0.05,0.28,0.28,2.29,8.48,-86.75,17.85,17.8
4119 旭富,201303,1.09,4.2,2.87,39.18,31,19.45,19.17,15.91
4133 亞諾法,201303,0.42,2.01,1.9,5.49,52.04,20.82,22.99,19.17
4137 麗豐-KY,201303,2.23,13.77,7.19,48.04,83.54,34.46,35.04,25.05
4142 國光生,201303,-0.91,-4.59,-2.68,39.17,-1711.08,-2524.88,-2679.58,-2533.08
4148 全宇生技-KY,201303,0.84,3.11,2.15,38.33,26.1,10.4,9.52,9.27
4164 承業醫,201303,0.04,0.11,0.11,39.98,18.26,2.26,2.3,1.11
4306 炎洲,201303,0.74,3.69,1.6,61.95,15.93,7.98,8.51,7.93
4414 如興,201303,0.35,2.97,1.14,74.16,13.95,3.48,3.12,3.25
4426 利勤,201303,0.81,4.91,3.08,39.32,38.92,20.28,21.59,18.53
4526 東台,201303,0.12,0.73,0.44,51.61,22.03,0.63,4.15,2.65
4532 瑞智,201303,0.41,2.77,1.35,54.67,16.27,8.34,8.55,5.62
4536 拓凱,201303,1.85,5.26,2.81,47.83,28.03,11.03,14.67,11.76
4545 銘鈺,201303,0.63,3.55,1.51,57.69,22.16,3.42,6.85,6.15
4720 德淵,201303,0.14,1.1,0.69,43.92,22.73,2.76,4.23,2.19
4722 國精化,201303,0.44,2.31,1.23,46.9,11.39,2.78,3.56,3.06
4736 泰博,201303,1.62,4.97,3.29,33.48,50.28,18.9,23.02,19.14
4737 華廣,201303,0.46,2.02,0.57,73.5,38.37,5.45,7.69,5.78
4739 康普,201303,-0.12,-0.48,-0.13,52.34,1.97,-3.16,-1.08,-1.17
4746 台耀,201303,-2.45,-10.36,-3.96,62.23,-40.2,-75.93,-71.54,-68.98
4755 三福化,201303,0.53,2.17,1.44,33.74,11.91,2.7,6.25,5.33
4904 遠傳,201303,0.85,3.73,2.82,23.85,39.1,16.15,15.56,12.72
4906 正文,201303,0.73,2.48,1.29,51.24,12.02,1.39,5.05,4.31
4912 聯德控股-KY,201303,0.8,2.54,1.68,32.71,21.54,7.87,8.16,6.26
4915 致伸,201303,0.54,3.1,1.19,60.24,9.17,2.37,2.87,2.17
4916 事欣科,201303,0.89,5.98,3.73,38.97,20.29,13.25,15.64,14.07
4919 新唐,201303,0.32,2.27,1.36,39.31,40.65,5.4,5.81,4
